date,state,count,deaths,recovered,tested
2020-3-20,QLD,184,NA,NA,NA
2020-3-20,VIC,178,NA,NA,NA
2020-3-20,SA,50,NA,NA,NA
2020-3-20,WA,64,NA,NA,NA
2020-3-20,TAS,10,NA,NA,NA
2020-3-20,ACT,6,NA,NA,NA
2020-3-20,NT,2,NA,NA,NA
2020-3-21,NSW,435,NA,NA,NA
2020-3-21,QLD,221,NA,NA,NA
2020-3-21,VIC,229,NA,NA,NA
2020-3-21,SA,67,NA,NA,NA
2020-3-21,WA,90,NA,NA,NA
2020-3-21,TAS,16,NA,NA,NA
2020-3-21,ACT,9,NA,NA,NA
2020-3-21,NT,4,NA,NA,NA
2020-3-22,NSW,533,6,4,52663
2020-3-22,QLD,259,0,8,31309
2020-3-22,VIC,296,0,70,22900
2020-3-22,SA,100,0,6,13000
2020-3-22,WA,120,1,0,9498
2020-3-22,TAS,22,0,3,807
2020-3-22,ACT,19,0,0,2414
2020-3-22,NT,5,0,0,0
2020-3-23,NSW,704,6,4,56941
2020-3-23,QLD,319,0,8,33519
2020-3-23,VIC,355,0,97,23700
2020-3-23,SA,134,0,6,17100
2020-3-23,WA,140,1,0,9948
2020-3-23,TAS,28,0,3,807
2020-3-23,ACT,32,0,0,2608
2020-3-23,NT,4,0,0,0
2020-3-24,NSW,913,7,4,61848
2020-3-24,QLD,397,0,8,37334
2020-3-24,VIC,411,0,133,25000
2020-3-24,SA,170,0,6,18000
2020-3-24,WA,175,1,0,10353
2020-3-24,TAS,36,0,3,1139
2020-3-24,ACT,39,0,0,2819
2020-3-24,NT,5,0,0,0
2020-3-25,NSW,1029,7,4,68177
2020-3-25,QLD,443,1,8,38860
2020-3-25,VIC,466,0,128,25596
2020-3-25,SA,197,0,6,20000
2020-3-25,WA,205,1,0,10783
2020-3-25,TAS,42,0,3,1272
2020-3-25,ACT,44,0,0,3008
2020-3-25,NT,5,0,0,0
2020-3-26,NSW,1219,7,4,74006
2020-3-26,QLD,493,1,8,38860
2020-3-26,VIC,520,3,149,26900
2020-3-26,SA,235,0,6,22000
2020-3-26,WA,231,2,6,11288
2020-3-26,TAS,47,0,3,1272
2020-3-26,ACT,53,0,1,3272
2020-3-26,NT,12,0,0,0
2020-3-27,NSW,1405,7,4,77689
2020-3-27,QLD,555,1,8,42965
2020-3-27,VIC,574,3,172,27800
2020-3-27,SA,257,0,6,23500
2020-3-27,WA,255,2,28,12091
2020-3-27,TAS,58,0,3,1272
2020-3-27,ACT,62,0,2,3760
2020-3-27,NT,14,0,0,0
2020-3-28,NSW,1617,8,4,86524
2020-3-28,QLD,625,1,8,42965
2020-3-28,VIC,685,3,191,30100
2020-3-28,SA,287,0,6,23500
2020-3-28,WA,278,2,28,12971
2020-3-28,TAS,62,0,3,1272
2020-3-28,ACT,71,0,2,4059
2020-3-28,NT,15,0,0,0
2020-3-29,NSW,1791,8,4,93099
2020-3-29,QLD,656,2,8,44999
2020-3-29,VIC,769,4,193,39000
2020-3-29,SA,299,0,6,26000
2020-3-29,WA,311,2,28,13648
2020-3-29,TAS,66,0,3,1779
2020-3-29,ACT,77,0,2,4307
2020-3-29,NT,15,0,0,0
2020-3-30,NSW,1918,8,4,96446
2020-3-30,QLD,689,2,8,47025
2020-3-30,VIC,821,4,248,42000
2020-3-30,SA,305,0,6,26000
2020-3-30,WA,355,2,41,14188
2020-3-30,TAS,69,1,3,1779
2020-3-30,ACT,78,1,2,4441
2020-3-30,NT,15,0,0,0
2020-3-31,NSW,2032,8,4,99951
2020-3-31,QLD,743,2,8,47025
2020-3-31,VIC,917,4,291,45000
2020-3-31,SA,337,0,6,26000
2020-3-31,WA,364,2,48,14188
2020-3-31,TAS,69,2,3,1779
2020-3-31,ACT,80,1,3,4441
2020-3-31,NT,19,0,0,0
2020-4-1,NSW,2182,10,4,105543
2020-4-1,QLD,781,2,8,50853
2020-4-1,VIC,968,4,343,47000
2020-4-1,SA,367,0,6,28828
2020-4-1,WA,392,2,64,15522
2020-4-1,TAS,71,2,3,1779
2020-4-1,ACT,84,1,3,4858
2020-4-1,NT,19,0,1,2131
2020-4-2,NSW,2298,10,4,110537
2020-4-2,QLD,835,3,8,51758
2020-4-2,VIC,1036,6,422,49000
2020-4-2,SA,385,0,44,30000
2020-4-2,WA,400,2,92,16190
2020-4-2,TAS,74,2,3,1779
2020-4-2,ACT,87,1,11,5018
2020-4-2,NT,21,0,1,2273
2020-4-3,NSW,2389,12,4,114455
2020-4-3,QLD,873,3,8,54441
2020-4-3,VIC,1085,7,476,51000
2020-4-3,SA,396,0,46,30000
2020-4-3,WA,422,3,92,16444
2020-4-3,TAS,80,2,3,1779
2020-4-3,ACT,91,1,18,5131
2020-4-3,NT,22,0,1,2466
2020-4-4,NSW,2493,12,4,117633
2020-4-4,QLD,900,3,8,54441
2020-4-4,VIC,1115,8,527,54000
2020-4-4,SA,407,0,46,32037
2020-4-4,WA,436,3,92,17251
2020-4-4,TAS,82,2,3,1779
2020-4-4,ACT,93,2,18,5328
2020-4-4,NT,26,0,1,2642
2020-4-5,NSW,2580,16,4,121443
2020-4-5,QLD,907,4,8,54441
2020-4-5,VIC,1135,8,573,56000
2020-4-5,SA,409,0,51,32863
2020-4-5,WA,453,3,148,18197
2020-4-5,TAS,86,2,26,3016
2020-4-5,ACT,96,2,18,5328
2020-4-5,NT,27,0,2,2642
2020-4-6,NSW,2637,19,4,124038
2020-4-6,QLD,921,4,173,58490
2020-4-6,VIC,1158,10,620,57000
2020-4-6,SA,411,0,53,33303
2020-4-6,WA,460,4,162,18726
2020-4-6,TAS,89,2,29,3016
2020-4-6,ACT,96,2,40,5425
2020-4-6,NT,28,0,2,2805
2020-4-7,NSW,2686,21,4,126146
2020-4-7,QLD,934,4,173,61834
2020-4-7,VIC,1191,11,686,58000
2020-4-7,SA,415,1,89,33831
2020-4-7,WA,470,6,170,19201
2020-4-7,TAS,98,3,29,3192
2020-4-7,ACT,97,2,42,5497
2020-4-7,NT,28,0,2,2999
2020-4-8,NSW,2734,21,4,129091
2020-4-8,QLD,943,4,345,63552
2020-4-8,VIC,1212,12,736,60000
2020-4-8,SA,420,2,120,34593
2020-4-8,WA,481,6,170,20096
2020-4-8,TAS,107,3,34,3295
2020-4-8,ACT,99,2,47,5697
2020-4-8,NT,28,0,2,3062
2020-4-9,NSW,2773,21,4,132997
2020-4-9,QLD,953,4,372,66766
2020-4-9,VIC,1228,12,806,62000
2020-4-9,SA,421,3,167,35286
2020-4-9,WA,495,6,187,20712
2020-4-9,TAS,111,3,34,3397
2020-4-9,ACT,100,2,54,5902
2020-4-9,NT,28,0,2,3174
2020-4-10,NSW,2822,22,4,137441
2020-4-10,QLD,965,4,372,69194
2020-4-10,VIC,1241,13,926,65000
2020-4-10,SA,428,3,179,35716
2020-4-10,WA,506,6,203,21144
2020-4-10,TAS,122,4,34,3591
2020-4-10,ACT,103,2,59,6120
2020-4-10,NT,28,0,2,3243
2020-4-11,NSW,2857,23,4,140947
2020-4-11,QLD,974,5,372,71499
2020-4-11,VIC,1265,14,986,67000
2020-4-11,SA,429,3,225,36159
2020-4-11,WA,514,6,216,22105
2020-4-11,TAS,133,4,52,3591
2020-4-11,ACT,103,2,62,6206
2020-4-11,NT,28,0,2,3300
2020-4-12,NSW,2854,23,4,141777
2020-4-12,QLD,983,5,372,72313
2020-4-12,VIC,1268,14,1015,69000
2020-4-12,SA,429,4,239,36449
2020-4-12,WA,517,6,239,23118
2020-4-12,TAS,144,5,53,3770
2020-4-12,ACT,102,2,67,6261
2020-4-12,NT,28,0,2,3355
2020-4-13,NSW,2863,25,4,144380
2020-4-13,QLD,987,5,442,73170
2020-4-13,VIC,1281,14,1075,70000
2020-4-13,SA,431,4,240,36704
2020-4-13,WA,523,6,251,23935
2020-4-13,TAS,150,5,53,4375
2020-4-13,ACT,103,2,72,6294
2020-4-13,NT,28,0,6,3381
2020-4-14,NSW,2870,25,4,145809
2020-4-14,QLD,998,5,442,74013
2020-4-14,VIC,1291,14,1118,71000
2020-4-14,SA,433,4,253,37039
2020-4-14,WA,527,6,296,24397
2020-4-14,TAS,165,6,53,4502
2020-4-14,ACT,103,2,75,6294
2020-4-14,NT,28,0,6,3442
2020-4-15,NSW,2886,25,4,147114
2020-4-15,QLD,999,5,442,75480
2020-4-15,VIC,1299,14,1137,72000
2020-4-15,SA,433,4,279,37545
2020-4-15,WA,532,6,338,24613
2020-4-15,TAS,169,6,60,4546
2020-4-15,ACT,103,3,77,6490
2020-4-15,NT,28,0,6,3489
2020-4-16,NSW,2897,25,4,150314
2020-4-16,QLD,1001,5,442,77727
2020-4-16,VIC,1301,14,1137,73000
2020-4-16,SA,434,4,308,38389
2020-4-16,WA,535,6,340,25623
2020-4-16,TAS,180,6,67,4846
2020-4-16,ACT,103,3,79,6619
2020-4-16,NT,28,0,7,3521
2020-4-17,NSW,2926,25,1356,155302
2020-4-17,QLD,1007,5,442,80227
2020-4-17,VIC,1302,14,1159,75000
2020-4-17,SA,435,4,331,39318
2020-4-17,WA,541,7,377,26225
2020-4-17,TAS,184,7,67,5098
2020-4-17,ACT,103,3,81,6754
2020-4-17,NT,28,0,9,3606
2020-4-18,NSW,2936,27,1356,160454
2020-4-18,QLD,1015,6,738,82763
2020-4-18,VIC,1319,14,1172,79000
2020-4-18,SA,435,4,346,41261
2020-4-18,WA,544,7,388,27175
2020-4-18,TAS,188,8,68,5376
2020-4-18,ACT,103,3,88,6856
2020-4-18,NT,28,0,10,3625
2020-4-19,NSW,2957,28,1355,165137
2020-4-19,QLD,1019,6,738,84735
2020-4-19,VIC,1328,15,1188,82000
2020-4-19,SA,435,4,354,43310
2020-4-19,WA,545,7,426,28888
2020-4-19,TAS,195,8,69,6320
2020-4-19,ACT,103,3,89,6996
2020-4-19,NT,28,0,11,3713
2020-4-20,NSW,2963,28,1356,168626
2020-4-20,QLD,1019,6,738,85870
2020-4-20,VIC,1329,15,1196,86000
2020-4-20,SA,435,4,369,44278
2020-4-20,WA,545,7,435,29469
2020-4-20,TAS,200,8,71,6697
2020-4-20,ACT,104,3,91,7063
2020-4-20,NT,28,0,12,3731
2020-4-21,NSW,2969,29,1755,171128
2020-4-21,QLD,1024,6,738,87470
2020-4-21,VIC,1336,15,1202,88000
2020-4-21,SA,437,4,376,45495
2020-4-21,WA,546,7,443,30112
2020-4-21,TAS,201,8,74,6701
2020-4-21,ACT,104,3,92,7126
2020-4-21,NT,28,0,15,3810
2020-4-22,NSW,2971,31,1926,175419
2020-4-22,QLD,1024,6,738,90168
2020-4-22,VIC,1336,15,1243,90000
2020-4-22,SA,438,4,388,47238
2020-4-22,WA,546,7,451,31140
2020-4-22,TAS,205,8,77,7248
2020-4-22,ACT,104,3,93,7256
2020-4-22,NT,28,0,16,3810
2020-4-23,NSW,2976,32,2006,181064
2020-4-23,QLD,1026,6,738,92699
2020-4-23,VIC,1337,16,1251,93000
2020-4-23,SA,438,4,394,48727
2020-4-23,WA,546,7,458,32150
2020-4-23,TAS,205,8,91,7607
2020-4-23,ACT,104,3,93,7367
2020-4-23,NT,28,0,16,4045
2020-4-24,NSW,2982,33,2056,188416
2020-4-24,QLD,1026,6,738,94977
2020-4-24,VIC,1343,16,1254,96000
2020-4-24,SA,438,4,401,50396
2020-4-24,WA,548,8,464,33138
2020-4-24,TAS,207,9,106,7883
2020-4-24,ACT,105,3,97,7441
2020-4-24,NT,28,0,20,4120
2020-4-25,NSW,2994,34,2193,193256
2020-4-25,QLD,1026,6,803,97057
2020-4-25,VIC,1346,16,1262,98000
2020-4-25,SA,438,4,402,51536
2020-4-25,WA,549,8,478,34199
2020-4-25,TAS,208,10,117,8282
2020-4-25,ACT,106,3,98,7738
2020-4-25,NT,28,0,20,4189
2020-4-26,NSW,3002,34,2208,198715
2020-4-26,QLD,1030,6,926,98422
2020-4-26,VIC,1349,17,1265,101000
2020-4-26,SA,438,4,411,52672
2020-4-26,WA,549,8,486,34805
2020-4-26,TAS,212,11,123,8719
2020-4-26,ACT,106,3,99,7992
2020-4-26,NT,28,0,23,4231
2020-4-27,NSW,3004,34,2227,203133
2020-4-27,QLD,1033,6,926,99527
2020-4-27,VIC,1349,17,1280,104000
2020-4-27,SA,438,4,414,53283
2020-4-27,WA,549,8,486,35391
2020-4-27,TAS,214,11,132,9384
2020-4-27,ACT,106,3,100,8102
2020-4-27,NT,28,0,23,4245
2020-4-28,NSW,3009,39,2243,207245
2020-4-28,QLD,1033,6,937,101767
2020-4-28,VIC,1351,17,1279,109049
2020-4-28,SA,438,4,420,54082
2020-4-28,WA,550,8,495,35705
2020-4-28,TAS,217,11,135,10145
2020-4-28,ACT,106,3,101,8348
2020-4-28,NT,28,0,23,4338
2020-4-29,NSW,3016,40,2266,212659
2020-4-29,QLD,1034,6,937,104950
2020-4-29,VIC,1354,18,1287,111092
2020-4-29,SA,438,4,420,55417
2020-4-29,WA,551,8,500,36531
2020-4-29,TAS,219,11,137,10898
2020-4-29,ACT,106,3,101,8442
2020-4-29,NT,28,0,25,4421
2020-4-30,NSW,3016,40,2284,220046
2020-4-30,QLD,1033,6,943,108137
2020-4-30,VIC,1361,18,1291,115118
2020-4-30,SA,438,4,420,57423
2020-4-30,WA,551,8,507,37802
2020-4-30,TAS,221,13,144,11909
2020-4-30,ACT,106,3,103,8674
2020-4-30,NT,28,0,25,4532
2020-5-1,NSW,3025,41,2293,227084
2020-5-1,QLD,1033,6,948,111017
2020-5-1,VIC,1364,18,1293,123707
2020-5-1,SA,438,4,422,58670
2020-5-1,WA,551,8,511,41792
2020-5-1,TAS,221,13,153,12974
2020-5-1,ACT,106,3,103,8981
2020-5-1,NT,28,0,25,4643
2020-5-2,NSW,3031,41,2300,235894
2020-5-2,QLD,1034,6,965,113601
2020-5-2,VIC,1371,18,1300,129228
2020-5-2,SA,438,4,427,59835
2020-5-2,WA,551,8,520,45232
2020-5-2,TAS,221,13,157,13829
2020-5-2,ACT,106,3,103,9243
2020-5-2,NT,30,0,25,4721
2020-5-3,NSW,3035,42,2306,243128
2020-5-3,QLD,1035,6,976,115598
2020-5-3,VIC,1384,18,1300,138433
2020-5-3,SA,438,4,427,60769
2020-5-3,WA,551,9,523,46167
2020-5-3,TAS,221,13,158,14782
2020-5-3,ACT,106,3,103,9402
2020-5-3,NT,30,0,25,4828
2020-5-4,NSW,3033,42,2328,248699
2020-5-4,QLD,1038,6,980,116650
2020-5-4,VIC,1406,18,1310,146661
2020-5-4,SA,438,4,427,61336
2020-5-4,WA,551,9,527,47029
2020-5-4,TAS,221,13,164,15356
2020-5-4,ACT,107,3,103,9628
2020-5-4,NT,30,0,25,4855
2020-5-5,NSW,3035,44,2349,253995
2020-5-5,QLD,1043,6,980,117721
2020-5-5,VIC,1423,18,1311,151977
2020-5-5,SA,438,4,429,62139
2020-5-5,WA,551,9,528,48153
2020-5-5,TAS,223,13,165,16017
2020-5-5,ACT,107,3,103,9829
2020-5-5,NT,30,0,26,4925
2020-5-6,NSW,3042,44,2424,261251
2020-5-6,QLD,1043,6,985,120204
2020-5-6,VIC,1440,18,1321,162077
2020-5-6,SA,438,4,432,63651
2020-5-6,WA,551,9,528,49892
2020-5-6,TAS,225,13,167,16476
2020-5-6,ACT,107,3,103,10102
2020-5-6,NT,30,0,27,5003
2020-5-7,NSW,3044,44,2463,271796
2020-5-7,QLD,1045,6,989,124898
2020-5-7,VIC,1454,18,1322,176507
2020-5-7,SA,439,4,433,65167
2020-5-7,WA,551,9,531,51352
2020-5-7,TAS,225,13,167,17234
2020-5-7,ACT,107,3,103,10478
2020-5-7,NT,30,0,28,5117
2020-5-8,NSW,3047,44,2486,281257
2020-5-8,QLD,1045,6,994,129195
2020-5-8,VIC,1468,18,1327,193265
2020-5-8,SA,439,4,433,66677
2020-5-8,WA,552,9,534,52825
2020-5-8,TAS,225,13,177,17807
2020-5-8,ACT,107,3,103,10957
2020-5-8,NT,30,0,28,5267
2020-5-9,NSW,3051,44,2504,294949
2020-5-9,QLD,1045,6,1019,133016
2020-5-9,VIC,1479,18,1336,209905
2020-5-9,SA,439,4,433,68012
2020-5-9,WA,552,9,536,54563
2020-5-9,TAS,225,13,179,18348
2020-5-9,ACT,107,3,103,11274
2020-5-9,NT,30,0,28,5389
